GeneID	Name	Exons	Size	A_0	A_1	B_0	B_1	C_0	C_1	D_0	D_1	E_0	E_1	F_0	F_1	G_0	G_1	H_0	H_1	I_0	I_1	J_0	J_1	K_0	K_1	KR_0	KR_1	L_0	L_1	M_0	M_1	N_0	N_1	O_0	O_1	P_0	P_1	Q_0	Q_1	S_0	S_1	T_0	T_1	U_0	U_1	
PVP01_0221600	PIR protein	3	1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0221700	PIR protein%2C pseudogene	4	818	2	0	0	1	1	1	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0221800	PIR protein%2C pseudogene	4	968	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0300100	Plasmodium exported protein%2C unknown function	2	766	0	0	4	1	0	0	2	0	0	0	9	1	2	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0300400	PIR protein	4	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0301300	PIR protein	3	1656	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0301400	PIR protein	5	2566	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0302300	regulator of chromosome condensation%2C putative	1	1757	0	2	7	5	10	0	10	23	0	2	4	10	0	0	2	0	0	0	2	8	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	
PVP01_0302500	conserved Plasmodium protein%2C unknown function	5	442	4	5	28	59	117	80	20	46	2	3	33	30	6	6	4	1	0	0	10	25	0	0	5	2	6	4	0	0	1	2	2	0	2	2	3	0	0	0	1	4	7	0	
PVP01_0302900	conserved Plasmodium protein%2C unknown function	2	2569	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0303000	pre-mRNA-splicing factor CLF1%2C putative	6	2169	2	0	2	2	7	0	3	4	0	0	11	0	3	0	0	0	0	0	2	5	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
PVP01_0303100	alpha/beta hydrolase%2C putative	1	2603	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0303300	conserved Plasmodium protein%2C unknown function	2	286	1	1	14	4	6	7	1	8	0	2	5	3	1	1	0	1	0	0	0	8	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	
PVP01_0303400	AP2 domain transcription factor AP2-SP2%2C putative	2	10636	0	0	2	3	2	9	18	6	0	3	9	2	10	1	0	2	0	0	5	11	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	
PVP01_0303500	conserved Plasmodium protein%2C unknown function	2	529	0	0	0	0	0	0	0	1	0	0	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0303600	conserved Plasmodium protein%2C unknown function	9	1683	0	0	1	1	6	2	2	1	0	0	2	2	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0303700	6-cysteine protein	1	1061	2	6	2	0	3	2	0	6	0	0	7	6	3	0	2	0	0	0	15	3	0	0	0	0	2	7	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	
PVP01_0303800	6-cysteine protein	1	1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0303900	6-cysteine protein%2C putative%2C pseudogene	1	1118	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
PVP01_0304100	dipeptidyl aminopeptidase 3%2C putative	2	2287	0	0	16	6	16	31	2	13	0	2	28	16	5	1	0	0	0	0	0	7	0	0	2	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	0	
PVP01_0304200	conserved Plasmodium protein%2C unknown function	2	1933	0	0	1	3	4	0	0	2	0	0	12	7	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0304300	6-cysteine protein	1	1154	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0304400	ATP-dependent RNA helicase DDX51%2C putative	3	1644	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0304500	protein transport protein Sec24B%2C putative	5	4645	0	0	0	0	0	2	3	1	0	0	4	1	7	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0304700	liver specific protein 2%2C putative	1	7559	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0304900	conserved Plasmodium protein%2C unknown function	2	673	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0305100	lysine decarboxylase%2C putative	1	6272	0	0	2	2	8	4	2	6	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	
PVP01_0305300	rhoptry neck protein 1	4	2267	0	0	12	1	5	6	9	4	0	0	18	0	10	0	0	0	0	0	2	4	1	0	0	0	2	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	
PVP01_0305500	V-type proton ATPase subunit B%2C putative	2	1483	0	0	2	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0305800	NYN domain-containing protein%2C putative	2	2542	1	31	20	5	30	18	55	33	3	6	35	23	5	14	6	0	0	0	28	24	6	5	2	0	0	10	0	0	1	0	1	0	20	6	2	2	0	0	6	2	0	0	
PVP01_0306100	ribosomal protein L25%2C putative	5	853	0	2	54	91	138	182	8	11	1	0	10	14	5	5	0	9	0	0	3	9	2	0	4	0	5	13	0	0	1	3	2	0	0	0	14	6	0	0	0	0	4	3	
PVP01_0306200	conserved Plasmodium protein%2C unknown function	9	6936	0	0	0	0	2	0	3	0	2	0	1	0	9	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
PVP01_0306300	conserved Plasmodium protein%2C unknown function	1	1208	0	0	0	0	1	2	2	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0306500	peptidyl-tRNA hydrolase 2%2C putative	5	574	0	0	8	2	1	1	0	3	0	0	0	0	4	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0306700	conserved Plasmodium protein%2C unknown function	1	326	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0307000	conserved Plasmodium protein%2C unknown function	6	4473	0	1	25	9	23	14	10	60	1	0	24	25	5	5	0	3	0	0	6	15	0	1	0	0	0	1	0	0	1	0	0	0	0	11	0	0	0	0	0	0	1	1	
PVP01_0307200	AAA family ATPase%2C putative	1	2102	0	0	9	3	12	6	0	10	0	2	6	7	3	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
PVP01_0307300	conserved Plasmodium protein%2C unknown function	1	524	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0307600	zinc finger Ran-binding domain-containing protein 2%2C putative	5	1165	0	0	3	2	3	2	2	2	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
PVP01_0307700	conserved Plasmodium protein%2C unknown function	3	1410	0	2	1	0	0	0	3	6	0	0	3	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
PVP01_0307800	flap endonuclease 1%2C putative	1	1901	0	0	2	2	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
PVP01_0308000	perforin-like protein 1	8	2524	0	0	2	0	1	5	4	6	0	0	5	1	13	1	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0308100	conserved Plasmodium protein%2C unknown function	1	1037	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0308300	conserved Plasmodium protein%2C unknown function	1	6299	4	4	47	40	110	102	55	80	6	5	15	41	8	16	5	2	0	0	15	40	6	12	2	6	4	6	0	0	2	0	2	0	7	4	4	0	0	0	3	0	4	0	
PVP01_0308400	U4/U6 small nuclear ribonucleoprotein PRP31%2C putative	2	1621	0	0	2	2	0	0	2	0	0	0	1	0	2	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0308600	conserved Plasmodium protein%2C unknown function	3	2640	2	0	4	0	1	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0308800	conserved Plasmodium protein%2C unknown function	2	1198	5	24	19	5	26	29	40	30	4	6	29	9	6	9	4	2	2	0	20	34	10	6	0	4	4	11	0	0	2	2	0	0	13	6	2	0	0	0	3	0	2	2	
PVP01_0308900	replication protein A1%2C large subunit%2C putative	1	3425	0	5	3	0	6	2	4	4	1	2	2	5	2	0	0	1	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
PVP01_0309200	actin-like protein%2C putative	7	1238	0	0	0	0	2	0	0	3	0	2	2	1	4	0	0	0	0	0	2	3	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PVP01_0309300	erythrocyte vesicle protein 1%2C putative	2	2587	0	3	9	4	10	2	0	8	0	0	2	3	2	0	0	2	2	0	2	8	2	2	0	0	0	6	0	0	0	0	0	0	2	0	2	0	0	0	2	0	3	0	
PVP01_0309500	tRNA Isoleucine	1	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0309600	protein phosphatase PPM1%2C putative	2	2860	0	0	2	0	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
PVP01_0309800	conserved Plasmodium protein%2C unknown function	1	617	3	14	27	18	41	35	101	37	3	2	51	28	10	8	4	1	0	0	16	20	8	3	4	7	5	12	0	0	0	0	0	0	17	5	0	4	0	0	1	0	4	2	
PVP01_0310000	ribosome biogenesis GTPase A%2C putative	1	2366	6	19	12	0	17	7	6	26	0	4	10	4	4	2	0	0	0	0	30	28	2	2	0	0	2	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	
PVP01_0310200	conserved Plasmodium protein%2C unknown function	1	2444	0	2	22	6	2	2	14	20	0	0	33	24	5	0	2	0	0	0	4	14	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	
PVP01_0310400	conserved Plasmodium protein%2C unknown function	1	602	0	3	0	2	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	
PVP01_0310500	conserved Plasmodium protein%2C unknown function	1	3215	0	0	14	4	11	6	23	20	0	4	16	10	9	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	
PVP01_0310700	DEAD box ATP-dependent RNA helicase%2C putative	1	3569	0	6	50	19	28	28	74	81	1	1	56	16	13	2	6	1	0	0	10	33	5	8	0	0	1	1	0	0	0	0	0	0	11	8	0	0	0	0	2	0	1	0	
PVP01_0310900	tRNA Glutamic acid	1	71	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0311000	conserved Plasmodium protein%2C unknown function	1	497	1	5	6	4	8	0	46	4	2	2	6	9	9	0	0	0	5	0	9	11	2	1	0	0	0	2	0	0	0	3	1	0	2	2	0	0	0	0	0	0	0	0	
PVP01_0311100	conserved Plasmodium protein%2C unknown function	1	4583	0	2	8	6	39	14	3	3	0	0	0	3	5	1	1	0	2	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	
PVP01_0311200	conserved Plasmodium protein%2C unknown function	9	11651	2	2	11	2	7	3	13	11	0	2	13	2	24	4	0	2	0	0	2	2	3	1	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	
PVP01_0311300	DNA polymerase alpha catalytic subunit A%2C putative	5	5218	0	0	1	0	0	0	2	0	0	0	0	1	18	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0311500	30S ribosomal protein S12%2C putative	1	1031	0	0	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0311600	conserved Plasmodium protein%2C unknown function	1	1082	0	0	1	0	2	0	8	4	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	
PVP01_0311900	protein SDA1%2C putative	1	3164	0	2	46	57	110	113	23	21	3	2	24	19	12	4	10	2	2	0	17	12	2	6	8	0	11	8	0	0	8	0	0	0	6	0	5	0	0	0	2	0	7	4	
PVP01_0312600	eukaryotic translation initiation factor 3 subunit I%2C putative	3	981	0	0	5	2	6	9	12	2	0	0	4	6	2	0	0	0	0	0	4	5	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	
PVP01_0313000	conserved Plasmodium protein%2C unknown function	2	1039	0	3	10	14	53	27	14	16	2	1	14	19	3	2	0	0	0	0	11	10	3	0	2	0	4	6	2	0	0	4	1	0	4	6	0	1	0	0	3	0	1	0	
PVP01_0313400	conserved Plasmodium protein%2C unknown function	9	2913	0	0	2	1	2	4	0	1	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0313500	serine--tRNA ligase%2C putative	1	1898	0	0	0	2	1	0	1	2	0	0	2	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
PVP01_0313600	conserved Plasmodium protein%2C unknown function	1	3947	0	0	2	0	0	2	1	1	0	0	4	3	7	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0313700	thioredoxin-like protein	8	1396	1	0	2	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0313800	dynein heavy chain%2C putative	9	15583	2	8	19	0	7	1	13	8	2	0	4	7	26	5	3	0	0	0	4	3	2	2	2	0	4	4	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	
PVP01_0313900	exported serine/threonine protein kinase%2C putative	1	8408	0	0	4	1	2	4	6	2	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	2	0	
PVP01_0314000	cysteine repeat modular protein 2%2C putative	7	7604	0	0	6	5	14	19	0	2	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	
PVP01_0314400	conserved Plasmodium protein%2C unknown function	1	1508	0	4	0	4	1	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0314500	conserved Plasmodium protein%2C unknown function	5	817	1	5	6	0	1	3	3	5	0	0	6	0	7	0	1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	
PVP01_0314800	conserved Plasmodium protein%2C unknown function	4	530	2	14	30	5	29	44	58	24	12	5	33	21	9	17	2	6	0	0	6	21	16	2	0	0	3	13	0	0	0	0	1	0	12	4	0	0	0	0	0	1	0	0	
PVP01_0315100	conserved Plasmodium protein%2C unknown function	1	3902	1	10	19	7	17	28	17	44	3	1	29	11	9	3	0	2	0	0	2	10	8	6	1	0	0	11	1	0	0	0	0	0	5	4	2	1	0	0	2	0	3	0	
PVP01_0315200	LEM3/CDC50 family protein%2C putative	2	1300	2	5	10	3	2	6	10	11	2	0	2	4	2	4	1	2	0	0	8	12	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PVP01_0315300	60S ribosomal protein L11a%2C putative	2	520	0	0	1	8	10	6	2	2	0	0	0	0	0	2	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PVP01_0315500	conserved Plasmodium protein%2C unknown function	1	1487	3	11	6	2	5	5	5	5	0	1	0	2	2	2	0	0	2	0	4	8	0	0	0	0	4	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	
PVP01_0315800	small subunit rRNA processing protein%2C putative	1	992	15	15	70	57	165	161	114	36	4	5	109	56	19	12	10	6	0	0	34	30	12	0	1	7	10	11	0	0	0	3	4	0	16	18	4	2	4	0	3	4	6	2	
PVP01_0316000	conserved Plasmodium protein%2C unknown function	2	346	2	2	10	0	3	3	14	8	2	0	0	4	3	0	0	0	0	0	5	10	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0316300	conserved Plasmodium protein%2C unknown function	7	698	2	5	4	1	8	9	17	16	0	0	19	11	2	1	1	0	0	0	5	6	1	4	0	2	0	1	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	
PVP01_0316900	conserved Plasmodium protein%2C unknown function	1	2498	0	8	27	17	99	59	4	4	0	4	19	2	14	4	4	0	0	0	2	6	0	0	8	0	4	5	0	0	0	0	4	0	1	2	3	0	2	0	0	0	5	2	
PVP01_0317300	40S ribosomal protein S5%2C putative	2	586	0	0	6	2	9	10	0	3	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0317600	V-type ATPase V0 subunit e%2C putative	3	234	0	0	1	0	3	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
PVP01_0318000	ubiquitin C-terminal hydrolase%2C putative	1	2687	0	0	2	0	0	0	0	5	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0318200	pre-mRNA-splicing factor CWC15%2C putative	2	847	0	0	0	1	1	2	2	0	0	0	3	2	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
PVP01_0318300	U3 small nucleolar RNA-associated protein 7%2C putative	1	1934	1	0	0	0	0	0	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0318600	conserved Plasmodium protein%2C unknown function	9	919	0	0	1	0	3	2	4	0	0	0	2	2	7	3	0	0	0	0	1	5	0	2	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	
PVP01_0318700	tRNAHis guanylyltransferase%2C putative	1	974	0	0	9	13	26	17	2	15	0	0	6	19	5	0	0	0	2	0	2	0	0	0	0	0	1	4	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	
PVP01_0318800	conserved Plasmodium protein%2C unknown function	1	1217	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0319100	conserved Plasmodium protein%2C unknown function	1	4370	0	3	4	0	6	7	1	4	5	0	7	0	3	0	0	3	0	0	0	5	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	
PVP01_0319200	dynactin subunit 5%2C putative	1	767	0	0	31	46	43	29	26	67	0	0	14	3	18	6	3	2	0	0	18	15	4	2	3	3	0	6	0	2	0	2	2	0	0	12	0	4	0	0	1	0	2	0	
PVP01_0319600	RNA-binding protein%2C putative	4	4022	0	1	1	4	4	0	4	5	0	0	8	0	23	4	4	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
PVP01_0319800	conserved Plasmodium protein%2C unknown function	2	3337	0	0	0	2	1	1	0	4	0	0	4	4	13	0	0	0	0	0	0	2	0	0	2	0	2	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	
PVP01_0319900	type 2A phosphatase-associated protein 42%2C putative	1	1241	2	0	5	0	2	2	2	2	0	0	0	2	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
PVP01_0320300	protein kinase%2C putative	6	6288	1	0	2	1	12	2	1	1	0	1	3	0	19	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
PVP01_0320400	conserved Plasmodium protein%2C unknown function	5	9799	0	2	8	11	5	5	4	4	0	0	3	5	22	2	0	0	0	0	0	3	0	0	2	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0320500	kelch domain-containing protein%2C putative	3	1230	0	0	0	0	0	1	2	2	2	0	4	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
PVP01_0320700	exonuclease I%2C putative	1	3743	0	0	2	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0321000	conserved Plasmodium protein%2C unknown function	2	2362	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	2	0	0	2	0	
PVP01_0401000	Plasmodium exported protein%2C unknown function	2	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0401100	Plasmodium exported protein%2C unknown function	2	802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0401200	Plasmodium exported protein%2C unknown function	2	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0401300	Plasmodium exported protein%2C unknown function	2	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0401400	Plasmodium exported protein%2C unknown function	2	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0401500	Plasmodium exported protein%2C unknown function	2	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0401600	Plasmodium exported protein%2C unknown function	2	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0401800	PIR protein	3	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0402600	Plasmodium exported protein%2C unknown function	2	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0402700	Plasmodium exported protein%2C unknown function%2C pseudogene	2	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0402900	Plasmodium exported protein%2C unknown function	2	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0403000	Plasmodium exported protein%2C unknown function	2	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0403100	Plasmodium exported protein%2C unknown function	2	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0403200	PIR protein	3	1221	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
